league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,0,,,,,,False,1611661327,73.0,555,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1631083-1642304-1642782,,,,,,1611661313,4,Marine Johannes,1629546,32,01:33,0,,0,,1627668,Breanna Stewart,1631083,Emily Engstler,False,0,,23.9,0.3083,78.0,Arc3,3,93.0,OffLiveBallTurnover,NYL,01:18,,20,238,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,25,,,,,,False,1611661322,48.4,715,2026-05-10,1022600008,1627668-1629546-1631136-203822-204335,False,WAS,1631022-1642785-1642792-1643450-1643467,,,,,,1611661313,5,Breanna Stewart,1627668,15,01:12,0,,0,,0,,0,,False,2,,4.9,0.3005,50.4,ShortMidRange,2,72.0,OffFTMake,NYL,00:50,,-23,43,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,26,,,,,,False,1611661322,82.0,700,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642775-1642785-1642792-1643467,,,,,,1611661313,5,Marine Johannes,1629546,13,01:40,0,,1631022,Shakira Austin,0,,0,,False,4,,22.9,0.3715,84.0,Corner3,3,100.0,OffAtRimMake,NYL,01:24,,-225,42,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,27,,,,,,False,1611661322,147.0,676,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642775-1642785-1642792-1643467,Marine Johannes,1629546.0,Pauline Astier,1631136.0,Arc3,1611661313,5,Breanna Stewart,1627668,7,03:03,0,,0,,0,,0,,False,2,10.0,8.8,0.3736,149.0,ShortMidRange,2,183.0,OffDeadball,NYL,02:29,,-10,87,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,28,,,,,,False,1611661322,147.0,674,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642775-1642785-1642792-1643467,,,,,,1611661313,5,Pauline Astier,1631136,7,03:03,0,,0,,0,,0,,False,2,,24.7,0.3196,162.0,Arc3,3,183.0,OffDeadball,NYL,02:42,,-147,198,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,29,,,,,,False,1611661322,242.0,651,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642785-1642792-1643450-1643467,,,,,,1611661313,5,Han Xu,1629566,3,04:10,0,,0,,1631136,Pauline Astier,1643450,Rori Harmon,False,0,,4.1,0.4922,242.0,ShortMidRange,2,250.0,OffLiveBallTurnover,NYL,04:02,,35,-21,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,30,,,,,,False,1611661322,273.0,644,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642785-1642792-1643450-1643467,,,,,,1611661313,5,Breanna Stewart,1627668,1,05:00,0,,0,,0,,0,,False,0,,13.7,0.3641,277.0,ShortMidRange,2,300.0,OffDeadball,NYL,04:37,,27,134,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,31,,,,,,False,1611661322,0.0,634,2026-05-10,1022600008,1627668-1629546-1629566-1631136-204335,False,WAS,1631022-1642785-1642792-1643450-1643467,,,,,,1611661313,4,Breanna Stewart,1627668,36,00:15,0,,0,,0,,0,,False,0,,12.5,0.2465,0.0,ShortMidRange,2,15.7,OffTimeout,NYL,00:00,,12,124,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,32,,,,,,False,1611661322,170.0,606,2026-05-10,1022600008,1627668-1629546-1629566-1631136-204335,False,WAS,1631022-1642785-1642792-1643450-1643467,,,,,,1611661313,4,Pauline Astier,1631136,26,03:09,0,,0,,0,,0,,False,0,,6.8,0.3906,172.0,ShortMidRange,2,189.0,OffFTMake,NYL,02:52,,3,68,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,33,,,,,,False,1611661322,260.0,566,2026-05-10,1022600008,1627668-1629546-1629566-1642210-203822,False,WAS,1631022-1642781-1642785-1643427-1643467,,,,,,1611661313,4,Marine Johannes,1629546,20,04:41,1627668,Breanna Stewart,1642781,Georgia Amoore,0,,0,,False,0,,24.4,0.3246,262.0,Arc3,3,281.0,OffArc3Miss,NYL,04:22,,-26,243,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,34,,,,,,False,1611661322,300.0,562,2026-05-10,1022600008,1627668-1629546-1629566-1642210-203822,False,WAS,1631022-1642781-1642785-1643427-1643467,,,,,,1611661313,4,Breanna Stewart,1627668,18,05:16,203822,Rebekah Gardner,1631022,Shakira Austin,0,,0,,False,0,,26.1,0.3162,303.0,Arc3,3,316.0,OffShortMidRangeMiss,NYL,05:03,,63,253,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,35,,,,,,False,1611661322,371.0,546,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642775-1642781-1643427-1643467,,,,,,1611661313,4,Han Xu,1629566,14,06:30,0,,1631022,Shakira Austin,0,,0,,False,-2,,23.0,0.3594,373.0,Arc3,3,390.0,OffAtRimMake,NYL,06:13,,-183,139,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,36,,,,,,False,1611661322,397.0,542,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642775-1642781-1643427-1643467,,,,,,1611661313,4,Marine Johannes,1629546,12,06:56,0,,1642781,Georgia Amoore,0,,0,,False,0,,22.6,0.3922,400.0,Corner3,3,416.0,OffCorner3Make,NYL,06:40,,-225,-21,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,37,,,,,,False,1611661322,492.0,528,2026-05-10,1022600008,1627668-1629546-1629566-1631136-203822,False,WAS,1631022-1642775-1642781-1643427-1643467,,,,,,1611661313,4,Marine Johannes,1629546,6,08:32,0,,0,,1627668,Breanna Stewart,1642792,Kiki Iriafen,False,1,,23.0,0.3613,494.0,Corner3,3,512.0,OffLiveBallTurnover,NYL,08:14,,-224,52,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,38,,,,,,False,1611661322,540.0,515,2026-05-10,1022600008,1627668-1629546-1629566-1631136-204335,False,WAS,1631022-1642775-1642781-1642792-1643467,,,,,,1611661313,4,Breanna Stewart,1627668,2,09:31,0,,1642775,Alex Wilson,0,,0,,False,1,,6.8,0.3078,542.0,ShortMidRange,2,571.0,OffAtRimMake,NYL,09:02,,-24,64,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,39,,,,,,False,1611661322,0.1,492,2026-05-10,1022600008,1629566-1631136-1642826-203822-204335,False,WAS,1642775-1643427-1643450-1643455-1643467,Betnijah Laney-Hamilton,204335.0,Pauline Astier,1631136.0,FT,1611661313,3,Pauline Astier,1631136,37,00:32,1627668,Breanna Stewart,1642775,Alex Wilson,0,,0,,False,3,7.9,22.7,0.2601,2.3,Arc3,3,32.4,OffArc3Miss,NYL,00:02,,-125,189,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,40,,,,,,False,1611661322,83.0,467,2026-05-10,1022600008,1627668-1627673-1629546-1631136-203822,False,WAS,1642775-1642785-1643427-1643450-1643455,,,,,,1611661313,3,Marine Johannes,1629546,33,01:47,0,,1642785,Sonia Citron,0,,0,,False,2,,24.2,0.3775,87.0,Corner3,3,107.0,OffShortMidRangeMake,NYL,01:27,,-239,36,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,41,,,,,,False,1611661322,245.0,430,2026-05-10,1022600008,1627668-1627673-1629546-1642210-204335,False,WAS,1642775-1642785-1643427-1643450-1643455,,,,,,1611661313,3,Julie Vanloo,1642210,23,04:22,0,,1642785,Sonia Citron,0,,0,,False,4,,23.7,0.3777,248.0,Arc3,3,262.0,OffAtRimMake,NYL,04:08,,-197,131,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,42,,,,,,False,1611661322,289.0,417,2026-05-10,1022600008,1627668-1627673-1629546-1642210-204335,False,WAS,1631022-1642775-1642785-1642792-1643450,,,,,,1611661313,3,Breanna Stewart,1627668,19,04:59,0,,0,,1629546,Marine Johannes,1631022,Shakira Austin,False,6,,22.4,0.3553,291.0,Corner3,3,299.0,OffLiveBallTurnover,NYL,04:51,,-223,-17,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,43,,,,,,False,1611661322,315.0,409,2026-05-10,1022600008,1627668-1627673-1629546-1642210-204335,False,WAS,1631022-1642775-1642785-1642792-1643450,,,,,,1611661313,3,Breanna Stewart,1627668,17,05:27,0,,0,,0,,0,,False,6,,9.2,0.358,315.0,ShortMidRange,2,327.0,OffTimeout,NYL,05:15,,-89,23,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,44,,,,,,False,1611661322,336.0,397,2026-05-10,1022600008,1627668-1629546-1629566-1631136-204335,False,WAS,1631022-1642775-1642781-1642785-1642792,,,,,,1611661313,3,Pauline Astier,1631136,15,05:52,0,,1642792,Kiki Iriafen,0,,0,,False,6,,5.8,0.3929,339.0,ShortMidRange,2,352.0,OffAtRimMake,NYL,05:39,,56,15,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,45,,,,,,False,1611661322,406.0,382,2026-05-10,1022600008,1627668-1629546-1629566-1631136-204335,False,WAS,1631022-1642781-1642785-1642792-1643467,,,,,,1611661313,3,Breanna Stewart,1627668,11,07:10,0,,1642781,Georgia Amoore,0,,0,,False,8,,12.6,0.4076,408.0,ShortMidRange,2,430.0,OffAtRimMake,NYL,06:48,,0,126,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,46,,,,,,False,1611661322,510.0,356,2026-05-10,1022600008,1627668-1627673-1629546-1631136-204335,False,WAS,1631022-1642781-1642785-1642792-1643467,,,,,,1611661313,3,Breanna Stewart,1627668,5,08:51,0,,0,,0,,0,,False,7,,7.5,0.3384,512.0,ShortMidRange,2,531.0,OffFTMake,NYL,08:32,,65,37,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,47,,,,,,False,1611661322,0.0,331,2026-05-10,1022600008,1627673-1629566-1631136-203822-204335,False,WAS,1631022-1642775-1642781-1642785-1643427,,,,,,1611661313,2,Han Xu,1629566,39,00:24,1627673,Jonquel Jones,1643427,Lauren Betts,0,,0,,False,7,,26.8,0.1736,0.2,Arc3,3,24.0,OffLongMidRangeMiss,NYL,00:00,,-111,244,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,48,,,,,,False,1611661322,391.0,209,2026-05-10,1022600008,1627668-1627673-1629546-1642210-204335,False,WAS,1642775-1642785-1642792-1643427-1643450,,,,,,1611661313,2,Breanna Stewart,1627668,13,06:48,0,,1643427,Lauren Betts,0,,0,,False,-3,,4.2,0.4201,400.0,ShortMidRange,2,408.0,OffShortMidRangeMake,NYL,06:40,,18,38,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,49,,,,,,False,1611661322,537.0,169,2026-05-10,1022600008,1627668-1627673-1629546-1642210-204335,False,WAS,1631022-1642781-1642785-1642792-1642802,Jonquel Jones,1627673.0,Breanna Stewart,1627668.0,Corner3,1611661313,2,Marine Johannes,1629546,3,09:31,0,,0,,0,,0,,False,-8,14.0,26.2,0.3619,539.0,Arc3,3,571.0,OffFTMake,NYL,08:59,,219,143,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,50,,,,,,False,1611661322,537.0,165,2026-05-10,1022600008,1627668-1627673-1629546-1642210-204335,False,WAS,1631022-1642781-1642785-1642792-1642802,,,,,,1611661313,2,Breanna Stewart,1627668,3,09:31,0,,0,,0,,0,,False,-8,,23.5,0.3645,556.0,Corner3,3,571.0,OffFTMake,NYL,09:16,,-235,-12,False,shots,4Q/OT | margin -3..3 | 300..120,team
