league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,0,,,,,,False,1611661328,30.4,632,2026-05-10,1022600007,1629568-1642800-1642817-1643449-203398,False,SEA,1631141-1641651-1642798-1643428-203828,,,,,,1611661323,4,Kennedy Burke,1629568,43,00:36,0,,0,,0,,0,,False,-7,,24.4,0.2373,33.4,Arc3,3,36.2,OffTimeout,CON,00:33,,88,228
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,27,,,,,,False,1611661323,566.0,169,2026-05-10,1022600007,1631141-1641651-1641660-1643453-203828,False,CON,1629568-1631135-1642800-1642809-1642817,,,,,,1611661323,2,Zia Cooke,1641660,1,10:00,0,,0,,0,,0,,False,5,,6.5,0.3692,582.0,ShortMidRange,2,600.0,OffDeadball,CON,09:42,,45,47
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,28,,,,,,False,1611661328,0.0,161,2026-05-10,1022600007,1629568-1631135-1642800-1642809-1642817,False,SEA,1628882-1631141-1641651-1641660-203828,,,,,,1611661323,1,Hailey Van Lith,1642817,43,00:05,1642800,Aneesah Morrow,1631141,Jade Melbourne,0,,0,,False,-5,,18.5,0.2234,0.1,LongMidRange,2,5.4,OffFTMiss,CON,00:00,,-95,159
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,29,,,,,,False,1611661328,17.2,154,2026-05-10,1022600007,1629568-1631135-1642800-1642809-1642817,False,SEA,1628882-1631141-1641651-1641660-203828,,,,,,1611661323,1,Kennedy Burke,1629568,41,00:29,0,,1641660,Zia Cooke,0,,0,,False,-4,,2.1,0.6601,19.4,AtRim,2,29.3,OffCorner3Make,CON,00:19,,-17,12
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,30,,,,,,False,1611661328,60.0,146,2026-05-10,1022600007,1629568-1631135-1642800-1642809-1642817,False,SEA,1628882-1631141-1641651-1641660-203828,Aneesah Morrow,1642800.0,Saniya Rivers,1642809.0,LongMidRange,1611661323,1,Aneesah Morrow,1642800,37,01:15,0,,1631141,Jade Melbourne,0,,0,,True,-3,1.0,3.2,0.4231,62.0,AtRim,2,75.0,OffAtRimMake,CON,01:02,,-32,2
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,31,,,,,,False,1611661328,60.0,144,2026-05-10,1022600007,1629568-1631135-1642800-1642809-1642817,False,SEA,1628882-1631141-1641651-1641660-203828,,,,,,1611661323,1,Saniya Rivers,1642809,37,01:15,0,,1631141,Jade Melbourne,0,,0,,False,-3,,14.6,0.395,66.0,LongMidRange,2,75.0,OffAtRimMake,CON,01:06,,139,44
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,32,,,,,,False,1611661328,206.0,88,2026-05-10,1022600007,1641649-1642800-1642809-1643449-203398,False,SEA,1628882-1631141-1642307-1643428-1643453,,,,,,1611661323,1,Saniya Rivers,1642809,25,03:56,0,,1643428,Flau'jae Johnson,0,,0,,False,-4,,12.1,0.362,214.0,ShortMidRange,2,236.0,OffAtRimMake,CON,03:34,,-101,67
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,33,,,,,,False,1611661328,250.0,73,2026-05-10,1022600007,1641649-1642800-1642809-1643449-203398,False,SEA,1628882-1629567-1642307-1643428-203828,,,,,,1611661323,1,Saniya Rivers,1642809,23,04:23,0,,1643428,Flau'jae Johnson,0,,0,,False,-2,,26.3,0.3627,253.0,Arc3,3,263.0,OffAtRimMake,CON,04:13,,167,203
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,34,,,,,,False,1611661328,387.0,50,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1628882-1629567-1642307-1643428-203828,,,,,,1611661323,1,Brittney Griner,203398,15,06:40,1641649,Diamond Miller,1643428,Flau'jae Johnson,0,,0,,False,-4,,25.0,0.3374,391.0,Arc3,3,400.0,OffAtRimMiss,CON,06:31,,-27,249
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,35,,,,,,False,1611661328,427.0,34,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1629567-1641651-1642798-1643428-203828,,,,,,1611661323,1,Saniya Rivers,1642809,11,07:32,0,,0,,0,,0,,False,-5,,1.9,0.5255,429.0,AtRim,2,452.0,OffFTMake,CON,07:09,,7,18
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,36,,,,,,False,1611661328,493.0,19,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1629567-1641651-1642798-1643428-203828,,,,,,1611661323,1,Kennedy Burke,1629568,7,08:21,1629568,Kennedy Burke,1642798,Dominique Malonga,0,,0,,False,-2,,2.3,0.6138,494.0,AtRim,2,501.0,OffLongMidRangeMiss,CON,08:14,,-22,7
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,37,,,,,,False,1611661328,509.0,15,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1629567-1641651-1642798-1643428-203828,,,,,,1611661323,1,Saniya Rivers,1642809,5,08:47,0,,1629567,Natisha Hiedeman,0,,0,,False,-2,,1.7,0.6428,511.0,AtRim,2,527.0,OffShortMidRangeMake,CON,08:31,,13,11
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,38,,,,,,False,1611661328,544.0,11,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1629567-1641651-1642798-1643428-203828,,,,,,1611661323,1,Diamond Miller,1641649,3,09:24,0,,1641651,Jordan Horston,0,,0,,False,-2,,12.2,0.4062,548.0,ShortMidRange,2,564.0,OffShortMidRangeMake,CON,09:08,,-84,88
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,39,,,,,,False,1611661313,54.5,654,2026-05-08,1022600001,1629568-1641649-1642800-1642809-203398,False,NYL,1629566-1642210-1642826-203822-204335,,,,,,1611661323,4,Saniya Rivers,1642809,37,01:09,0,,203822,Rebekah Gardner,0,,0,,False,-31,,17.2,0.3343,58.4,LongMidRange,2,69.0,OffAtRimMake,CON,00:58,,-92,145
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,40,,,,,,False,1611661313,69.0,649,2026-05-08,1022600001,1629568-1641649-1642800-1642809-203398,False,NYL,1629566-1642210-1642826-203822-204335,Brittney Griner,203398.0,Aneesah Morrow,1642800.0,AtRim,1611661323,4,Brittney Griner,203398,35,01:26,0,,1629566,Han Xu,0,,0,,True,-29,0.0,5.4,0.5077,71.0,ShortMidRange,2,86.0,OffArc3Make,CON,01:11,,-21,50
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,41,,,,,,False,1611661313,69.0,647,2026-05-08,1022600001,1629568-1641649-1642800-1642809-203398,False,NYL,1629566-1642210-1642826-203822-204335,,,,,,1611661323,4,Aneesah Morrow,1642800,35,01:26,0,,1629566,Han Xu,0,,0,,False,-29,,2.2,0.5932,75.0,AtRim,2,86.0,OffArc3Make,CON,01:15,,17,14
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,42,,,,,,False,1611661313,120.0,637,2026-05-08,1022600001,1629568-1641649-1642800-1642809-203398,False,NYL,1629566-1642210-1642826-203822-204335,,,,,,1611661323,4,Kennedy Burke,1629568,31,02:27,0,,0,,0,,0,,False,-30,,18.0,0.3312,131.0,LongMidRange,2,147.0,OffDeadball,CON,02:11,,125,129
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,43,,,,,,False,1611661313,156.0,633,2026-05-08,1022600001,1629568-1641649-1642800-1642809-203398,False,NYL,1629566-1642210-1642826-203822-204335,Aneesah Morrow,1642800.0,Kennedy Burke,1629568.0,AtRim,1611661323,4,Aneesah Morrow,1642800,29,02:46,203398,Brittney Griner,1642210,Julie Vanloo,0,,0,,True,-30,0.0,4.2,0.5811,156.0,ShortMidRange,2,166.0,OffArc3Miss,CON,02:36,,-40,13
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,44,,,,,,False,1611661313,156.0,631,2026-05-08,1022600001,1629568-1641649-1642800-1642809-203398,False,NYL,1629566-1642210-1642826-203822-204335,Kennedy Burke,1629568.0,Kennedy Burke,1629568.0,ShortMidRange,1611661323,4,Kennedy Burke,1629568,29,02:46,203398,Brittney Griner,1642210,Julie Vanloo,0,,0,,True,-30,0.0,0.6,0.7713,158.0,AtRim,2,166.0,OffArc3Miss,CON,02:38,,0,-6
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,45,,,,,,False,1611661313,156.0,629,2026-05-08,1022600001,1629568-1641649-1642800-1642809-203398,False,NYL,1629566-1642210-1642826-203822-204335,,,,,,1611661323,4,Kennedy Burke,1629568,29,02:46,203398,Brittney Griner,1642210,Julie Vanloo,0,,0,,False,-30,,4.8,0.345,160.0,ShortMidRange,2,166.0,OffArc3Miss,CON,02:40,,-38,29
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,46,,,,,,False,1611661313,211.0,612,2026-05-08,1022600001,1641649-1642800-1642809-1643449-203398,False,NYL,1629566-1642210-1642826-203822-204335,,,,,,1611661323,4,Charlisse Leger-Walker,1643449,25,03:47,0,,1642210,Julie Vanloo,0,,0,,False,-33,,4.9,0.2952,215.0,ShortMidRange,2,227.0,OffArc3Make,CON,03:35,,-26,41
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,47,,,,,,False,1611661313,241.0,608,2026-05-08,1022600001,1641649-1642800-1642809-1643449-203398,False,NYL,1629566-1642210-1642826-203822-204335,,,,,,1611661323,4,Saniya Rivers,1642809,23,04:15,0,,203822,Rebekah Gardner,0,,0,,False,-30,,25.2,0.3373,243.0,Arc3,3,255.0,OffAtRimMake,CON,04:03,,-77,240
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,48,,,,,,False,1611661313,269.0,602,2026-05-08,1022600001,1641649-1642800-1642809-1643449-203398,False,NYL,1629566-1642210-1642826-203822-204335,,,,,,1611661323,4,Diamond Miller,1641649,21,04:57,0,,1629566,Han Xu,0,,0,,False,-28,,28.3,0.2278,270.0,Arc3,3,297.0,OffArc3Make,CON,04:30,,-116,258
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,49,,,,,,False,1611661313,310.0,589,2026-05-08,1022600001,1642800-1642809-1643429-1643449-203398,False,NYL,1627668-1627673-1642210-203822-204335,,,,,,1611661323,4,Charlisse Leger-Walker,1643449,19,05:28,1642809,Saniya Rivers,1627673,Jonquel Jones,0,,0,,False,-25,,26.6,0.302,313.0,Arc3,3,328.0,OffArc3Miss,CON,05:13,,107,243
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,50,,,,,,False,1611661313,345.0,585,2026-05-08,1022600001,1642800-1642809-1643429-1643449-203398,False,NYL,1627668-1627673-1642210-203822-204335,,,,,,1611661323,4,Aneesah Morrow,1642800,17,05:57,1642800,Aneesah Morrow,203822,Rebekah Gardner,0,,0,,False,-25,,26.7,0.3365,348.0,Arc3,3,357.0,OffShortMidRangeMiss,CON,05:48,,129,234
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,51,,,,,,False,1611661313,368.0,581,2026-05-08,1022600001,1642800-1642809-1643429-1643449-203398,False,NYL,1627668-1627673-1642210-203822-204335,,,,,,1611661323,4,Brittney Griner,203398,15,06:24,0,,0,,0,,0,,False,-25,,25.6,0.2942,372.0,Arc3,3,384.0,OffFTMake,CON,06:12,,105,233
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,52,,,,,,False,1611661313,421.0,559,2026-05-08,1022600001,1642817-1643429-1643441-1643449-203398,False,NYL,1627668-1627673-1629546-1631136-204335,,,,,,1611661323,4,Hailey Van Lith,1642817,11,07:13,1643429,Gianna Kneepkens,1627668,Breanna Stewart,0,,0,,False,-25,,22.9,0.3189,424.0,Corner3,3,433.0,OffAtRimMiss,CON,07:04,,228,23
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,53,,,,,,False,1611661313,0.0,521,2026-05-08,1022600001,1631135-1642817-1643429-1643441-1643449,False,NYL,1627668-1629566-1642210-203822-204335,,,,,,1611661323,3,Gianna Kneepkens,1643429,44,00:19,0,,0,,0,,0,,False,-27,,18.3,0.2947,0.0,LongMidRange,2,19.7,OffFTMake,CON,00:00,,147,109
