league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,request_id,request_table,request_url,request_status,request_row_index,game_id,date,home_team_id,away_team_id,home_points,away_points,home_possessions,away_possessions,home_team_abbreviation,away_team_abbreviation,is_playoffs,job_variant,request_scope
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,65,1022300067,2023-06-20,1611661321,1611661330,85,73,79,79,DAL,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,66,1022300068,2023-06-20,1611661320,1611661324,61,67,77,78,LAS,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,67,1022300069,2023-06-20,1611661328,1611661323,79,85,82,82,SEA,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,68,1022300070,2023-06-21,1611661317,1611661319,79,99,74,76,PHO,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,69,1022300071,2023-06-22,1611661329,1611661322,59,80,78,80,CHI,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,70,1022300072,2023-06-22,1611661324,1611661323,68,89,79,79,MIN,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,71,1022300073,2023-06-22,1611661328,1611661325,68,80,78,78,SEA,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,72,1022300074,2023-06-23,1611661330,1611661313,80,110,88,88,ATL,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,73,1022300075,2023-06-23,1611661320,1611661321,76,74,82,83,LAS,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,74,1022300076,2023-06-24,1611661319,1611661325,101,88,82,82,LVA,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,75,1022300077,2023-06-24,1611661328,1611661317,97,74,77,77,SEA,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,76,1022300078,2023-06-25,1611661323,1611661329,96,72,81,82,CON,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,77,1022300079,2023-06-25,1611661313,1611661322,89,88,85,86,NYL,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,78,1022300080,2023-06-25,1611661320,1611661321,93,83,83,83,LAS,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,79,1022300081,2023-06-26,1611661319,1611661325,88,80,80,78,LVA,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,80,1022300082,2023-06-27,1611661323,1611661313,81,89,77,77,CON,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,81,1022300084,2023-06-27,1611661317,1611661321,62,77,76,76,PHO,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,82,1022300083,2023-06-27,1611661324,1611661328,104,93,80,79,MIN,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,83,1022300085,2023-06-28,1611661329,1611661320,80,63,78,77,CHI,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,84,1022300086,2023-06-28,1611661322,1611661330,109,86,87,86,WAS,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,85,1022300088,2023-06-29,1611661317,1611661325,85,63,76,75,PHO,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,86,1022300087,2023-06-29,1611661319,1611661313,97,81,77,77,LVA,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,87,1022300089,2023-06-29,1611661328,1611661324,97,99,90,88,SEA,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,88,1022300090,2023-06-30,1611661330,1611661322,94,89,79,77,ATL,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,89,1022300091,2023-06-30,1611661329,1611661320,86,78,75,74,CHI,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,90,1022300092,2023-07-01,1611661319,1611661323,102,84,85,85,LVA,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,91,1022300093,2023-07-01,1611661317,1611661324,76,86,80,78,PHO,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,92,1022300094,2023-07-02,1611661330,1611661320,112,84,89,90,ATL,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,93,1022300095,2023-07-02,1611661325,1611661329,87,89,78,79,IND,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,94,1022300096,2023-07-02,1611661321,1611661322,89,72,80,81,DAL,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,95,1022300097,2023-07-02,1611661328,1611661313,66,81,79,78,SEA,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,96,1022300098,2023-07-05,1611661313,1611661317,99,95,83,82,NYL,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,97,1022300099,2023-07-05,1611661324,1611661325,90,83,79,80,MIN,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,98,1022300100,2023-07-05,1611661319,1611661321,89,82,82,82,LVA,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,99,1022300101,2023-07-05,1611661320,1611661330,79,90,83,84,LAS,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,100,1022300102,2023-07-06,1611661323,1611661328,93,73,82,82,CON,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,101,1022300103,2023-07-07,1611661322,1611661325,96,88,76,76,WAS,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,102,1022300104,2023-07-07,1611661329,1611661330,68,82,81,80,CHI,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,103,1022300105,2023-07-07,1611661321,1611661319,80,78,80,78,DAL,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,104,1022300106,2023-07-07,1611661324,1611661317,75,64,74,75,MIN,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,105,1022300107,2023-07-08,1611661313,1611661328,80,76,80,80,NYL,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,106,1022300108,2023-07-09,1611661323,1611661322,92,84,79,77,CON,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,107,1022300109,2023-07-09,1611661325,1611661321,76,77,77,76,IND,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,108,1022300110,2023-07-09,1611661317,1611661320,78,72,78,78,PHO,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,109,1022300111,2023-07-09,1611661324,1611661319,89,113,80,80,MIN,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,110,1022300112,2023-07-09,1611661329,1611661330,77,88,77,77,CHI,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,111,1022300113,2023-07-11,1611661322,1611661328,93,86,79,80,WAS,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,112,1022300114,2023-07-11,1611661319,1611661317,98,72,77,75,LVA,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,113,1022300115,2023-07-12,1611661325,1611661313,87,95,97,97,IND,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,114,1022300116,2023-07-12,1611661329,1611661323,72,84,77,78,CHI,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,115,1022300117,2023-07-12,1611661324,1611661321,67,107,77,78,MIN,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,116,1022300118,2023-07-12,1611661330,1611661328,85,75,85,85,ATL,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,117,1022300119,2023-07-12,1611661320,1611661319,78,97,85,83,LAS,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,118,1022300120,2023-07-18,1611661330,1611661324,82,73,80,79,ATL,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,119,1022300121,2023-07-18,1611661317,1611661323,72,66,74,72,PHO,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,120,1022300123,2023-07-19,1611661313,1611661321,88,98,79,81,NYL,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,121,1022300122,2023-07-19,1611661322,1611661325,76,82,80,78,WAS,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,122,1022300124,2023-07-20,1611661323,1611661330,82,71,83,83,CON,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,123,1022300125,2023-07-20,1611661324,1611661320,73,70,79,81,MIN,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,124,1022300127,2023-07-20,1611661328,1611661319,63,79,80,80,SEA,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,125,1022300126,2023-07-20,1611661317,1611661329,80,62,76,75,PHO,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,126,1022300128,2023-07-21,1611661322,1611661313,87,96,85,84,WAS,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,127,1022300129,2023-07-22,1611661330,1611661323,78,86,82,83,ATL,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,128,1022300132,2023-07-22,1611661324,1611661319,81,98,84,84,MIN,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,129,1022300131,2023-07-22,1611661321,1611661320,98,84,79,79,DAL,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,130,1022300130,2023-07-22,1611661328,1611661329,75,90,82,83,SEA,CHI,False,season_team_catalog,season
