player_id,player_name,player_name_key,team_id,season,season_type,request_id,request_url,request_status,source_file,on_minutes,off_minutes,pts_per100_poss_on,pts_per100_poss_off,pts_per100_poss_on_off,assist_points_per100_poss_on,assist_points_per100_poss_off,assist_points_per100_poss_on_off,fta_per100_poss_on,fta_per100_poss_off,fta_per100_poss_on_off,turnovers_per100_poss_on,turnovers_per100_poss_off,turnovers_per100_poss_on_off,assists_per100_poss_on,assists_per100_poss_off,assists_per100_poss_on_off,ts_pct_on,ts_pct_off,ts_pct_on_off,efg_pct_on,efg_pct_off,efg_pct_on_off,fg3_pct_on,fg3_pct_off,fg3_pct_on_off,fg2_pct_on,fg2_pct_off,fg2_pct_on_off,usage_on,usage_off,usage_on_off,live_ball_turnover_pct_on,live_ball_turnover_pct_off,live_ball_turnover_pct_on_off,def_rebound_pct_on,def_rebound_pct_off,def_rebound_pct_on_off,off_rebound_pct_on,off_rebound_pct_off,off_rebound_pct_on_off,second_chance_points_pct_on,second_chance_points_pct_off,second_chance_points_pct_on_off,penalty_points_pct_on,penalty_points_pct_off,penalty_points_pct_on_off,penalty_off_poss_pct_on,penalty_off_poss_pct_off,penalty_off_poss_pct_on_off,avg2pt_shot_distance_on,avg2pt_shot_distance_off,avg2pt_shot_distance_on_off,avg3pt_shot_distance_on,avg3pt_shot_distance_off,avg3pt_shot_distance_on_off,shot_quality_avg_on,shot_quality_avg_off,shot_quality_avg_on_off,seconds_per_poss_off_on,seconds_per_poss_off_off,seconds_per_poss_off_on_off,seconds_per_poss_def_on,seconds_per_poss_def_off,seconds_per_poss_def_on_off,at_rim_frequency_on,at_rim_frequency_off,at_rim_frequency_on_off,at_rim_accuracy_on,at_rim_accuracy_off,at_rim_accuracy_on_off,at_rim_pct_assisted_on,at_rim_pct_assisted_off,at_rim_pct_assisted_on_off,arc3_frequency_on,arc3_frequency_off,arc3_frequency_on_off,arc3_accuracy_on,arc3_accuracy_off,arc3_accuracy_on_off,arc3_pct_assisted_on,arc3_pct_assisted_off,arc3_pct_assisted_on_off,corner3_frequency_on,corner3_frequency_off,corner3_frequency_on_off,corner3_accuracy_on,corner3_accuracy_off,corner3_accuracy_on_off,corner3_pct_assisted_on,corner3_pct_assisted_off,corner3_pct_assisted_on_off,shooting_fouls_drawn_pct_on,shooting_fouls_drawn_pct_off,shooting_fouls_drawn_pct_on_off,two_pt_shooting_fouls_drawn_pct_on,two_pt_shooting_fouls_drawn_pct_off,two_pt_shooting_fouls_drawn_pct_on_off,three_pt_shooting_fouls_drawn_pct_on,three_pt_shooting_fouls_drawn_pct_off,three_pt_shooting_fouls_drawn_pct_on_off,on_net_rating,off_net_rating,net_rating_diff,on_off_ortg_diff,on_off_drtg_diff,team_ts_diff,team_efg_diff,team_3pt_pct_diff,team_3pa_rate_diff,team_tov_pct_diff,team_ast_pct_diff,team_oreb_pct_diff,team_dreb_pct_diff,opp_ts_diff,opp_rim_rate_diff,opp_3pa_rate_diff,pace_diff,onoff_sample_flag,onoff_impact_score
204324,Dearica Hamby,dearicahamby,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-204324__8e779de7,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=204324,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-204324__8e779de7__results.csv,341.125,128.375,17.403,18.706,-1.303,9.274,8.82,0.454,2.706,6.721,-4.014,3.286,3.944,-0.657,3.991,3.63,0.361,0.493,0.509,-0.016,0.461,0.437,0.023,0.253,0.216,0.037,0.429,0.461,-0.033,16.49,19.016,-2.526,0.606,0.424,0.182,0.117,0.109,0.008,0.039,0.044,-0.005,0.164,0.163,0.001,0.154,0.352,-0.198,0.163,0.43,-0.268,4.831,6.357,-1.526,20.876,21.547,-0.671,0.503,0.497,0.006,13.795,14.866,-1.072,14.976,15.014,-0.038,0.31,0.294,0.016,0.561,0.637,-0.076,0.531,0.507,0.024,0.298,0.286,0.012,0.237,0.284,-0.047,0.69,0.598,0.092,0.113,0.106,0.008,0.295,0.11,0.185,0.672,0.375,0.297,0.084,0.15,-0.066,0.133,0.223,-0.09,0.001,0.004,-0.002,,,,-1.303,,-0.016,0.023,0.037,,0.182,0.361,-0.005,0.008,,,,-1.072,medium,0.0
1628242,Emma Cannon,emmacannon,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1628242__b8d8b27f,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1628242,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1628242__b8d8b27f__results.csv,53.25,488.25,14.334,18.079,-3.745,9.568,9.825,-0.257,3.844,5.794,-1.95,3.715,3.3,0.415,4.028,4.205,-0.176,0.428,0.514,-0.086,0.371,0.464,-0.093,0.197,0.227,-0.029,0.389,0.468,-0.08,16.998,17.811,-0.813,0.364,0.561,-0.198,0.121,0.109,0.013,0.032,0.047,-0.015,0.072,0.122,-0.05,0.333,0.212,0.121,0.361,0.254,0.106,5.27,4.706,0.564,22.969,23.266,-0.297,0.476,0.527,-0.05,14.261,14.735,-0.474,14.559,15.134,-0.575,0.239,0.358,-0.12,0.486,0.623,-0.137,0.433,0.551,-0.118,0.304,0.281,0.024,0.193,0.228,-0.035,0.388,0.625,-0.238,0.14,0.102,0.038,0.177,0.228,-0.051,0.188,0.613,-0.425,0.078,0.142,-0.064,0.125,0.199,-0.074,0.0,0.003,-0.003,,,,-3.745,,-0.086,-0.093,-0.029,,-0.198,-0.176,-0.015,0.013,,,,-0.474,large,0.0
1641658,Grace Berger,graceberger,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1641658__f8838af2,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1641658,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1641658__f8838af2__results.csv,4.0,549.688,5.214,19.598,-14.384,3.095,9.511,-6.417,1.563,6.003,-4.44,1.676,3.489,-1.813,1.547,4.022,-2.475,0.119,0.548,-0.429,0.12,0.5,-0.38,0.0,0.261,-0.261,0.141,0.511,-0.37,7.43,18.615,-11.186,0.062,0.571,-0.508,0.063,0.119,-0.055,0.032,0.045,-0.013,0.12,0.132,-0.012,0.057,0.262,-0.205,0.223,0.277,-0.054,1.811,5.13,-3.319,4.481,23.081,-18.599,0.195,0.521,-0.325,6.955,14.599,-7.644,5.29,15.453,-10.162,0.156,0.34,-0.184,0.172,0.662,-0.491,0.167,0.612,-0.445,0.031,0.283,-0.252,0.0,0.275,-0.275,0.0,0.74,-0.74,0.026,0.112,-0.086,0.0,0.259,-0.259,0.0,0.735,-0.735,0.033,0.136,-0.103,0.039,0.196,-0.157,0.0,0.002,-0.002,,,,-14.384,,-0.429,-0.38,-0.261,,-0.508,-2.475,-0.013,-0.055,,,,-7.644,large,0.0
1627700,Julie Allemand,julieallemand,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1627700__ac35302d,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1627700,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1627700__ac35302d__results.csv,242.0,252.062,20.438,17.677,2.761,5.645,9.045,-3.4,6.173,5.764,0.41,2.673,3.861,-1.189,2.407,3.844,-1.437,0.537,0.486,0.051,0.446,0.441,0.005,0.201,0.251,-0.049,0.445,0.424,0.021,17.294,18.529,-1.235,0.442,0.585,-0.143,0.096,0.112,-0.016,0.045,0.044,0.002,0.099,0.133,-0.034,0.152,0.284,-0.132,0.207,0.299,-0.093,3.732,5.54,-1.807,16.955,23.97,-7.015,0.425,0.513,-0.088,12.834,14.681,-1.847,13.239,15.238,-2.0,0.278,0.324,-0.046,0.558,0.575,-0.017,0.466,0.61,-0.143,0.216,0.283,-0.067,0.196,0.272,-0.076,0.506,0.686,-0.18,0.091,0.102,-0.011,0.243,0.25,-0.007,0.615,0.602,0.014,0.148,0.128,0.02,0.19,0.18,0.01,0.002,0.003,-0.001,,,,2.761,,0.051,0.005,-0.049,,-0.143,-1.437,0.002,-0.016,,,,-1.847,medium,0.06
1642210,Julie Vanloo,julievanloo,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642210__35c3b4fd,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1642210,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642210__35c3b4fd__results.csv,67.25,470.625,16.449,18.418,-1.969,7.509,8.826,-1.317,5.229,6.408,-1.179,2.185,3.77,-1.585,3.174,3.794,-0.62,0.405,0.542,-0.138,0.38,0.445,-0.065,0.217,0.244,-0.026,0.352,0.466,-0.114,15.591,17.865,-2.274,0.415,0.565,-0.15,0.089,0.109,-0.02,0.029,0.05,-0.021,0.103,0.124,-0.022,0.193,0.234,-0.04,0.184,0.281,-0.096,3.433,5.026,-1.592,17.184,22.338,-5.154,0.389,0.481,-0.091,10.845,14.638,-3.793,11.912,14.837,-2.925,0.267,0.3,-0.033,0.544,0.598,-0.054,0.525,0.533,-0.008,0.229,0.252,-0.023,0.212,0.26,-0.048,0.497,0.681,-0.184,0.059,0.108,-0.048,0.126,0.228,-0.102,0.312,0.673,-0.36,0.1,0.162,-0.062,0.143,0.215,-0.072,0.002,0.002,0.0,,,,-1.969,,-0.138,-0.065,-0.026,,-0.15,-0.62,-0.021,-0.02,,,,-3.793,large,0.0
1628276,Kelsey Plum,kelseyplum,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1628276__34d32c8a,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1628276,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1628276__34d32c8a__results.csv,376.875,83.5,18.461,18.537,-0.076,8.089,10.376,-2.287,4.574,6.527,-1.953,3.36,4.133,-0.773,3.422,4.361,-0.939,0.521,0.515,0.006,0.486,0.418,0.068,0.245,0.237,0.009,0.475,0.431,0.044,17.169,19.498,-2.33,0.53,0.599,-0.069,0.113,0.114,-0.001,0.048,0.041,0.006,0.15,0.093,0.057,0.206,0.313,-0.107,0.235,0.329,-0.094,5.125,5.05,0.075,18.392,24.345,-5.952,0.492,0.511,-0.019,13.835,14.57,-0.735,14.417,15.064,-0.647,0.338,0.312,0.026,0.634,0.577,0.057,0.563,0.548,0.014,0.233,0.366,-0.133,0.265,0.257,0.008,0.703,0.588,0.115,0.122,0.073,0.049,0.221,0.226,-0.005,0.625,0.438,0.188,0.113,0.147,-0.033,0.159,0.221,-0.062,0.002,0.0,0.002,,,,-0.076,,0.006,0.068,0.009,,-0.069,-0.939,0.006,-0.001,,,,-0.735,medium,0.0
1642820,Liatu King,liatuking,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642820__19cbaf30,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1642820,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642820__19cbaf30__results.csv,29.938,517.125,14.348,18.097,-3.749,8.65,9.491,-0.84,4.923,5.245,-0.322,2.929,3.673,-0.744,3.664,4.07,-0.406,0.452,0.492,-0.04,0.424,0.456,-0.032,0.306,0.237,0.069,0.363,0.461,-0.098,12.939,18.47,-5.532,0.32,0.587,-0.267,0.078,0.111,-0.033,0.027,0.041,-0.014,0.106,0.11,-0.005,0.294,0.231,0.063,0.277,0.27,0.007,4.008,5.312,-1.304,15.41,23.996,-8.586,0.36,0.525,-0.165,10.103,14.665,-4.562,10.169,15.275,-5.106,0.223,0.34,-0.117,0.361,0.6,-0.239,0.275,0.544,-0.269,0.213,0.298,-0.085,0.258,0.233,0.025,0.331,0.683,-0.353,0.068,0.107,-0.04,0.271,0.247,0.023,0.375,0.734,-0.359,0.118,0.114,0.004,0.173,0.164,0.009,0.003,0.002,0.0,,,,-3.749,,-0.04,-0.032,0.069,,-0.267,-0.406,-0.014,-0.033,,,,-4.562,large,0.0
1628920,Mercedes Russell,mercedesrussell,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1628920__84d7c6ba,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1628920,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1628920__84d7c6ba__results.csv,42.188,502.062,13.693,18.591,-4.898,7.324,9.535,-2.211,4.362,5.426,-1.064,2.728,3.897,-1.169,3.055,4.077,-1.022,0.379,0.515,-0.136,0.327,0.476,-0.149,0.159,0.271,-0.112,0.321,0.48,-0.159,15.066,18.778,-3.712,0.276,0.597,-0.321,0.097,0.114,-0.017,0.046,0.042,0.004,0.134,0.098,0.036,0.209,0.241,-0.032,0.288,0.273,0.015,4.717,4.988,-0.271,16.893,25.507,-8.614,0.359,0.527,-0.168,12.999,14.442,-1.443,12.065,15.277,-3.212,0.169,0.342,-0.172,0.42,0.623,-0.203,0.285,0.549,-0.265,0.256,0.31,-0.054,0.224,0.27,-0.046,0.473,0.741,-0.267,0.1,0.11,-0.01,0.052,0.282,-0.23,0.125,0.734,-0.609,0.097,0.123,-0.026,0.158,0.179,-0.021,0.0,0.003,-0.003,,,,-4.898,,-0.136,-0.149,-0.112,,-0.321,-1.022,0.004,-0.017,,,,-1.443,large,0.0
203824,Odyssey Sims,odysseysims,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-203824__10ae3308,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=203824,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-203824__10ae3308__results.csv,87.125,445.75,9.683,18.834,-9.152,6.183,8.775,-2.592,2.201,5.998,-3.797,2.403,3.718,-1.315,2.485,3.78,-1.296,0.315,0.513,-0.198,0.301,0.465,-0.165,0.218,0.222,-0.004,0.23,0.489,-0.258,11.462,18.653,-7.191,0.361,0.534,-0.173,0.073,0.113,-0.04,0.029,0.046,-0.017,0.057,0.135,-0.079,0.141,0.256,-0.115,0.188,0.302,-0.113,3.258,5.21,-1.952,12.298,24.012,-11.715,0.303,0.522,-0.219,9.347,14.636,-5.29,9.096,15.189,-6.094,0.123,0.36,-0.237,0.386,0.623,-0.236,0.349,0.572,-0.223,0.172,0.296,-0.124,0.246,0.212,0.033,0.463,0.615,-0.153,0.087,0.098,-0.011,0.117,0.266,-0.15,0.241,0.67,-0.429,0.066,0.13,-0.065,0.149,0.182,-0.033,0.001,0.003,-0.002,,,,-9.152,,-0.198,-0.165,-0.004,,-0.173,-1.296,-0.017,-0.04,,,,-5.29,large,0.0
1630996,Rae Burrell,raeburrell,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1630996__e3e320f9,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1630996,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1630996__e3e320f9__results.csv,131.125,390.75,16.821,18.841,-2.02,7.678,9.245,-1.567,5.916,4.185,1.73,2.642,3.858,-1.216,3.332,3.89,-0.559,0.421,0.499,-0.078,0.358,0.46,-0.102,0.159,0.241,-0.082,0.379,0.455,-0.075,15.349,19.529,-4.18,0.379,0.592,-0.213,0.088,0.12,-0.032,0.036,0.042,-0.006,0.086,0.121,-0.035,0.229,0.211,0.019,0.236,0.263,-0.027,3.373,5.218,-1.845,17.357,22.34,-4.983,0.396,0.515,-0.12,10.683,14.805,-4.122,11.675,15.322,-3.647,0.24,0.321,-0.081,0.512,0.578,-0.066,0.422,0.588,-0.166,0.286,0.302,-0.016,0.159,0.249,-0.09,0.444,0.688,-0.245,0.053,0.102,-0.049,0.187,0.222,-0.035,0.406,0.549,-0.143,0.116,0.109,0.007,0.168,0.163,0.005,0.001,0.002,-0.001,,,,-2.02,,-0.078,-0.102,-0.082,,-0.213,-0.559,-0.006,-0.032,,,,-4.122,large,0.0
1642288,Rickea Jackson,rickeajackson,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642288__e84d4a3d,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1642288,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642288__e84d4a3d__results.csv,291.938,189.812,13.403,19.674,-6.271,9.335,9.774,-0.44,3.939,6.186,-2.247,3.965,2.868,1.097,3.966,4.101,-0.135,0.422,0.543,-0.121,0.382,0.501,-0.119,0.214,0.249,-0.035,0.378,0.541,-0.163,15.256,18.028,-2.772,0.551,0.497,0.054,0.107,0.117,-0.01,0.045,0.041,0.004,0.105,0.127,-0.021,0.225,0.254,-0.03,0.296,0.252,0.043,5.322,4.25,1.072,22.578,21.608,0.97,0.477,0.488,-0.011,13.938,13.638,0.3,13.851,15.247,-1.397,0.294,0.328,-0.033,0.516,0.666,-0.15,0.414,0.581,-0.168,0.286,0.277,0.01,0.189,0.283,-0.094,0.583,0.69,-0.108,0.103,0.093,0.01,0.295,0.157,0.138,0.604,0.5,0.104,0.093,0.146,-0.053,0.138,0.212,-0.074,0.001,0.003,-0.001,,,,-6.271,,-0.121,-0.119,-0.035,,0.054,-0.135,0.004,-0.01,,,,0.3,medium,0.0
1642790,Sania Feagin,saniafeagin,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642790__cea5c176,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1642790,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642790__cea5c176__results.csv,19.062,530.688,18.461,18.962,-0.501,10.107,9.369,0.738,4.74,6.276,-1.536,2.896,3.871,-0.975,4.213,3.997,0.216,0.502,0.537,-0.035,0.47,0.503,-0.033,0.23,0.257,-0.028,0.323,0.492,-0.169,15.851,17.894,-2.043,0.339,0.587,-0.248,0.09,0.115,-0.025,0.022,0.046,-0.024,0.116,0.137,-0.021,0.404,0.199,0.204,0.569,0.233,0.337,3.69,5.216,-1.527,13.715,22.516,-8.801,0.418,0.532,-0.114,12.524,14.69,-2.166,12.073,15.324,-3.25,0.277,0.339,-0.062,0.365,0.615,-0.251,0.295,0.567,-0.272,0.275,0.304,-0.029,0.182,0.269,-0.087,0.276,0.746,-0.47,0.064,0.114,-0.05,0.094,0.256,-0.163,0.188,0.735,-0.548,0.104,0.146,-0.042,0.166,0.199,-0.033,0.013,0.002,0.011,,,,-0.501,,-0.035,-0.033,-0.028,,-0.248,0.216,-0.024,-0.025,,,,-2.166,large,0.0
1642782,Sarah Ashlee Barker,sarahashleebarker,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642782__03c98498,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=1642782,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-1642782__03c98498__results.csv,121.438,402.938,18.646,20.304,-1.659,10.39,8.448,1.942,5.688,7.971,-2.284,3.786,5.237,-1.451,4.389,3.559,0.831,0.486,0.552,-0.066,0.45,0.451,-0.001,0.204,0.255,-0.051,0.502,0.424,0.078,19.875,19.523,0.352,0.555,0.554,0.001,0.117,0.103,0.014,0.045,0.045,-0.0,0.139,0.126,0.012,0.314,0.208,0.105,0.319,0.223,0.096,5.291,4.98,0.31,24.166,18.548,5.619,0.509,0.454,0.056,14.55,13.882,0.668,15.381,14.124,1.257,0.352,0.274,0.079,0.643,0.579,0.064,0.564,0.489,0.074,0.275,0.248,0.027,0.226,0.261,-0.035,0.516,0.677,-0.161,0.082,0.105,-0.023,0.155,0.265,-0.11,0.354,0.674,-0.319,0.13,0.16,-0.03,0.188,0.208,-0.02,0.002,0.002,-0.0,,,,-1.659,,-0.066,-0.001,-0.051,,0.001,0.831,-0.0,0.014,,,,0.668,large,89.97
203035,Shey Peddy,sheypeddy,1611661320,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-203035__773ffa7c,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661320&PlayerId=203035,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661320__player_id-203035__773ffa7c__results.csv,34.438,511.562,11.807,18.669,-6.861,4.78,9.026,-4.247,3.593,5.716,-2.123,3.205,3.758,-0.553,1.979,3.849,-1.87,0.307,0.508,-0.201,0.26,0.469,-0.209,0.131,0.239,-0.109,0.264,0.483,-0.219,12.535,18.718,-6.183,0.292,0.563,-0.272,0.079,0.111,-0.032,0.035,0.044,-0.009,0.05,0.128,-0.078,0.215,0.232,-0.016,0.191,0.281,-0.09,2.881,5.269,-2.389,12.219,24.059,-11.84,0.295,0.519,-0.224,8.396,14.604,-6.209,8.496,15.236,-6.741,0.21,0.34,-0.13,0.27,0.642,-0.371,0.264,0.578,-0.314,0.173,0.289,-0.116,0.127,0.259,-0.132,0.281,0.674,-0.393,0.036,0.095,-0.059,0.131,0.228,-0.097,0.25,0.672,-0.422,0.068,0.128,-0.06,0.104,0.178,-0.074,0.004,0.002,0.001,,,,-6.861,,-0.201,-0.209,-0.109,,-0.272,-1.87,-0.009,-0.032,,,,-6.209,large,0.0
1642828,Ajae Petty,ajaepetty,1611661321,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661321__player_id-1642828__98552d11,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661321&PlayerId=1642828,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661321__player_id-1642828__98552d11__results.csv,1.25,432.1,4.547,17.716,-13.169,4.167,9.389,-5.222,0.0,4.197,-4.197,0.742,2.954,-2.212,1.667,4.144,-2.478,0.119,0.473,-0.354,0.119,0.434,-0.315,0.017,0.269,-0.252,0.1,0.437,-0.337,5.316,17.591,-12.275,0.1,0.569,-0.469,0.037,0.13,-0.092,0.0,0.053,-0.053,0.0,0.134,-0.134,0.0,0.201,-0.201,0.0,0.235,-0.235,0.797,6.72,-5.923,1.262,23.762,-22.501,0.112,0.485,-0.373,3.78,15.149,-11.369,4.513,14.666,-10.153,0.1,0.259,-0.159,0.075,0.535,-0.46,0.0,0.501,-0.501,0.037,0.283,-0.245,0.017,0.267,-0.25,0.05,0.824,-0.774,0.0,0.053,-0.053,0.0,0.249,-0.249,0.0,0.65,-0.65,0.0,0.102,-0.102,0.0,0.141,-0.141,0.0,0.004,-0.004,,,,-13.169,,-0.354,-0.315,-0.252,,-0.469,-2.478,-0.053,-0.092,,,,-11.369,medium,0.0
1629539,Amy Okonkwo,amyokonkwo,1611661321,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661321__player_id-1629539__4d841b2d,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661321&PlayerId=1629539,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661321__player_id-1629539__4d841b2d__results.csv,31.35,394.6,8.883,16.27,-7.388,5.906,9.127,-3.221,2.341,3.37,-1.029,1.466,3.521,-2.055,2.612,4.012,-1.4,0.227,0.447,-0.22,0.208,0.416,-0.208,0.152,0.242,-0.09,0.18,0.419,-0.239,9.187,16.959,-7.772,0.306,0.549,-0.242,0.082,0.123,-0.041,0.02,0.05,-0.03,0.065,0.118,-0.053,0.085,0.172,-0.088,0.109,0.194,-0.085,3.478,6.421,-2.943,12.197,21.423,-9.226,0.237,0.438,-0.201,8.249,14.791,-6.542,8.572,14.503,-5.931,0.102,0.243,-0.141,0.223,0.522,-0.3,0.233,0.455,-0.222,0.169,0.204,-0.036,0.151,0.243,-0.092,0.283,0.733,-0.449,0.015,0.05,-0.035,0.05,0.209,-0.159,0.05,0.55,-0.5,0.058,0.085,-0.027,0.076,0.114,-0.039,0.0,0.004,-0.004,,,,-7.388,,-0.22,-0.208,-0.09,,-0.242,-1.4,-0.03,-0.041,,,,-6.542,medium,0.0
1629481,Arike Ogunbowale,arikeogunbowale,1611661321,2025,Regular Season,get-on-off__player_on_off__season-2025__season_type-Regular_Season__team_id-1611661321__player_id-1629481__e359919f,https://api.pbpstats.com/get-on-off/wnba/player?Season=2025&SeasonType=Regular+Season&TeamId=1611661321&PlayerId=1629481,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2025__season_type-Regular_Season__team_id-1611661321__player_id-1629481__e359919f__results.csv,187.05,199.8,13.58,16.535,-2.954,8.504,7.989,0.515,3.521,3.602,-0.08,2.405,2.992,-0.587,3.66,3.525,0.135,0.387,0.434,-0.047,0.363,0.394,-0.031,0.191,0.233,-0.041,0.354,0.402,-0.048,13.235,17.158,-3.922,0.407,0.573,-0.167,0.102,0.143,-0.041,0.045,0.044,0.001,0.118,0.131,-0.014,0.193,0.198,-0.005,0.202,0.205,-0.003,5.278,6.027,-0.749,16.258,21.233,-4.975,0.369,0.462,-0.094,11.341,15.171,-3.829,10.818,15.007,-4.189,0.215,0.248,-0.033,0.371,0.54,-0.169,0.426,0.481,-0.056,0.157,0.256,-0.099,0.186,0.247,-0.062,0.581,0.682,-0.101,0.051,0.05,0.001,0.209,0.177,0.032,0.5,0.4,0.1,0.09,0.096,-0.005,0.12,0.125,-0.006,0.003,0.003,-0.0,,,,-2.954,,-0.047,-0.031,-0.041,,-0.167,0.135,0.001,-0.041,,,,-3.829,medium,0.0
