player_name,player_id,player_id_source,pbpstats_player_id,espn_wehoop_player_id,espn_athlete_id,team_2026,team_2026_abbr,parquet_team_display_name,parquet_team_abbreviation,position_abbreviation,position,position_full,height_raw_source,height_inches,height_ft_in,age_2026,player_college,player_country,date_of_birth,parquet_status_name,parquet_status_type,bio_match_method,age_match_method,parquet_name_match_flag,raw_position_name_match_flag,wbb_box_name_match_flag,player_bios_2025_age_match_flag,raw_age_name_match_flag,parquet_match_method,parquet_team_crosscheck_flag,synthetic_id_flag,team_changed_from_bio_flag,missing_age_flag,missing_height_flag,missing_position_flag,name_alias_flag,notes
Iliana Rupert,1630387,team_roster_history,1630387,,4790263,Golden State Valkyries,GSV,Golden State Valkyries,GS,C,Center,Center,"6' 4""",76,"6'4""",24,,,2001-07-12T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Janelle Salaün,1642767,team_roster_history,1642767,,4790264,Golden State Valkyries,GSV,Golden State Valkyries,GS,F,Forward,Forward,"6' 2""",74,"6'2""",24,,,2001-09-05T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Justė Jocytė,player:just_jocyt__golden_state_valkyries,synthetic_name,,,5277552,Golden State Valkyries,GSV,Golden State Valkyries,GS,G,Guard,Guard,"6' 0""",72,"6'0""",20,,,2005-11-19T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Kaila Charles,1630097,team_roster_history,1630097,,4065780,Golden State Valkyries,GSV,Golden State Valkyries,GS,G,Guard,Guard,"6' 1""",73,"6'1""",28,,,1998-03-23T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Kaitlyn Chen,1642822,team_roster_history,1642822,,4899328,Golden State Valkyries,GSV,Golden State Valkyries,GS,G,Guard,Guard,"5' 9""",69,"5'9""",24,,,2002-02-22T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Kate Martin,1642324,team_roster_history,1642324,,4398907,Golden State Valkyries,GSV,Los Angeles Sparks,LA,G,Guard,Guard,"6' 0""",72,"6'0""",25,,,2000-06-05T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,False,True,False,False,False,False,parquet_name_exact_match; parquet_team_differs_from_master_team
Kayla Thornton,203866,team_roster_history,203866,,2529622,Golden State Valkyries,GSV,Golden State Valkyries,GS,F,Forward,Forward,"6' 1""",73,"6'1""",33,,,1992-10-20T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Kiah Stokes,204329,team_roster_history,204329,,2590093,Golden State Valkyries,GSV,Golden State Valkyries,GS,C,Center,Center,"6' 3""",75,"6'3""",33,,,1993-03-30T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Laeticia Amihere,1641656,team_roster_history,1641656,,4432834,Golden State Valkyries,GSV,Golden State Valkyries,GS,F,Forward,Forward,"6' 3""",75,"6'3""",24,,,2001-07-10T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Mariella Fasoula,player:mariella_fasoula__golden_state_valkyries,synthetic_name,,,3904479,Golden State Valkyries,GSV,Toronto Tempo,TOR,C,Center,Center,"6' 5""",77,"6'5""",28,,,1997-09-02T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,True,True,False,False,False,False,synthetic_framework_id; parquet_name_exact_match; parquet_team_differs_from_master_team
Marta Suárez,player:marta_su_rez__golden_state_valkyries,synthetic_name,,,4704594,Golden State Valkyries,GSV,Phoenix Mercury,PHX,F,Forward,Forward,"6' 3""",75,"6'3""",24,,,2002-05-07T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,True,True,False,False,False,False,synthetic_framework_id; parquet_name_exact_match; parquet_team_differs_from_master_team
Miela Sowah,player:miela_sowah__golden_state_valkyries,synthetic_name,,,4398577,Golden State Valkyries,GSV,Golden State Valkyries,GS,G,Guard,Guard,"5' 10""",70,"5'10""",25,,,2000-06-04T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Ndjakalenga Mwenentanda,player:ndjakalenga_mwenentanda__golden_state_valkyries,synthetic_name,,,5106170,Golden State Valkyries,GSV,Golden State Valkyries,GS,G,Guard,Guard,"6' 2""",74,"6'2""",22,,,2003-11-24T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Tiffany Hayes,203026,team_roster_history,203026,,1054,Golden State Valkyries,GSV,Golden State Valkyries,GS,G,Guard,Guard,"5' 10""",70,"5'10""",36,,,1989-09-20T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Veronica Burton,1631007,team_roster_history,1631007,,4398935,Golden State Valkyries,GSV,Golden State Valkyries,GS,G,Guard,Guard,"5' 9""",69,"5'9""",25,,,2000-07-12T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Aari McDonald,1630462,team_roster_history,1630462,,,Indiana Fever,IND,,,G,Guard,Guard,5-6,66,"5'6""",28,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Aliyah Boston,1641648,team_roster_history,1641648,,4432831,Indiana Fever,IND,Indiana Fever,IND,C,Center,Center,"6' 5""",77,"6'5""",24,,,2001-12-11T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Caitlin Clark,1642286,team_roster_history,1642286,,4433403,Indiana Fever,IND,Indiana Fever,IND,G,Guard,Guard,"6' 0""",72,"6'0""",24,,,2002-01-22T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Damiris Dantas,203024,team_roster_history,203024,,2955898,Indiana Fever,IND,Indiana Fever,IND,C,Center,Center,"6' 4""",76,"6'4""",33,,,1992-11-17T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Jessica Timmons,player:jessica_timmons__indiana_fever,synthetic_name,,,,Indiana Fever,IND,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Kayana Traylor,1641672,team_roster_history,1641672,,,Indiana Fever,IND,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,False,False,True,True,True,False,missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Kelsey Mitchell,1628909,team_roster_history,1628909,,3142191,Indiana Fever,IND,Indiana Fever,IND,G,Guard,Guard,"5' 8""",68,"5'8""",30,,,1995-11-12T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Lexie Hull,1631086,team_roster_history,1631086,,4398829,Indiana Fever,IND,Indiana Fever,IND,G,Guard,Guard,"6' 2""",74,"6'2""",26,,,1999-09-13T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Makayla Timpson,1642815,team_roster_history,1642815,,4433546,Indiana Fever,IND,Indiana Fever,IND,F,Forward,Forward,"6' 2""",74,"6'2""",23,,,2002-09-20T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Megan McConnell,1642799,team_roster_history,1642799,,,Indiana Fever,IND,,,G,Guard,Guard,5-7,67,"5'7""",25,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Monique Billings,1628881,team_roster_history,1628881,,3142255,Indiana Fever,IND,Indiana Fever,IND,F,Forward,Forward,"6' 4""",76,"6'4""",30,,,1996-05-02T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Myisha Hines-Allen,1628899,team_roster_history,1628899,,3142055,Indiana Fever,IND,Indiana Fever,IND,F,Forward,Forward,"6' 2""",74,"6'2""",29,,,1996-05-30T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Raven Johnson,player:raven_johnson__indiana_fever,synthetic_name,,,4433797,Indiana Fever,IND,Indiana Fever,IND,G,Guard,Guard,"5' 8""",68,"5'8""",23,,,2003-03-04T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Shatori Walker-Kimbrough,1628278,team_roster_history,1628278,,3058893,Indiana Fever,IND,Indiana Fever,IND,G,Guard,Guard,"5' 9""",69,"5'9""",30,,,1995-05-18T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Sophie Cunningham,1629482,team_roster_history,1629482,,3907781,Indiana Fever,IND,Indiana Fever,IND,G,Guard,Guard,"6' 1""",73,"6'1""",29,,,1996-08-16T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Sydney Colson,202641,team_roster_history,202641,,,Indiana Fever,IND,,,G,Guard,Guard,5-8,68,"5'8""",37,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Tyasha Harris,1630112,team_roster_history,1630112,,4065760,Indiana Fever,IND,Indiana Fever,IND,G,Guard,Guard,"5' 10""",70,"5'10""",28,,,1998-05-01T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
A'ja Wilson,1628932,team_roster_history,1628932,,3149391,Las Vegas Aces,LVA,Las Vegas Aces,LV,C,Center,Center,"6' 4""",76,"6'4""",29,,,1996-08-08T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Brianna Turner,1629488,team_roster_history,1629488,,3142086,Las Vegas Aces,LVA,Las Vegas Aces,LV,F,Forward,Forward,"6' 3""",75,"6'3""",29,,,1996-07-05T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Chelsea Gray,203833,team_roster_history,203833,,2529122,Las Vegas Aces,LVA,Las Vegas Aces,LV,G,Guard,Guard,"5' 11""",71,"5'11""",33,,,1992-10-08T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Chennedy Carter,1630150,team_roster_history,1630150,,4280892,Las Vegas Aces,LVA,Las Vegas Aces,LV,G,Guard,Guard,"5' 9""",69,"5'9""",27,,,1998-11-14T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Cheyenne Parker-Tyus,204323,team_roster_history,204323,,2529458,Las Vegas Aces,LVA,Las Vegas Aces,LV,F,Forward,Forward,"6' 4""",76,"6'4""",33,,,1992-08-22T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,True,parquet_name_exact_match; historical_name_alias_for_player_id
Dana Evans,1630389,team_roster_history,1630389,,4281190,Las Vegas Aces,LVA,Las Vegas Aces,LV,G,Guard,Guard,"5' 6""",66,"5'6""",27,,,1998-08-01T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Jackie Young,1629498,team_roster_history,1629498,,4065870,Las Vegas Aces,LVA,Las Vegas Aces,LV,G,Guard,Guard,"6' 0""",72,"6'0""",28,,,1997-09-16T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Janiah Barker,player:janiah_barker__las_vegas_aces,synthetic_name,,,4565501,Las Vegas Aces,LVA,Las Vegas Aces,LV,F,Forward,Forward,"6' 4""",76,"6'4""",22,,,2003-11-08T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Jewell Loyd,204319,team_roster_history,204319,,2987869,Las Vegas Aces,LVA,Las Vegas Aces,LV,G,Guard,Guard,"5' 11""",71,"5'11""",32,,,1993-10-05T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Jordan Obi,player:jordan_obi__las_vegas_aces,synthetic_name,,,,Las Vegas Aces,LVA,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Kierstan Bell,1631006,team_roster_history,1631006,,4433633,Las Vegas Aces,LVA,Las Vegas Aces,LV,F,Forward,Forward,"6' 1""",73,"6'1""",26,,,2000-03-16T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
NaLyssa Smith,1631019,team_roster_history,1631019,,4398776,Las Vegas Aces,LVA,Las Vegas Aces,LV,F,Forward,Forward,"6' 4""",76,"6'4""",25,,,2000-08-08T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Stephanie Talbot,203855,team_roster_history,203855,,3099736,Las Vegas Aces,LVA,Las Vegas Aces,LV,F,Forward,Forward,"6' 2""",74,"6'2""",31,,,1994-06-15T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Alissa Pili,1642293,team_roster_history,1642293,,,Los Angeles Sparks,LAS,,,F,Forward,Forward,5-11,71,"5'11""",25,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Ariel Atkins,1628878,team_roster_history,1628878,,3146151,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,G,Guard,Guard,"5' 10""",70,"5'10""",29,,,1996-07-30T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Cameron Brink,1642287,team_roster_history,1642287,,4433404,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,F,Forward,Forward,"6' 4""",76,"6'4""",24,,,2001-12-31T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Chance Gray,player:chance_gray__los_angeles_sparks,synthetic_name,,,5105729,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,G,Guard,Guard,"5' 9""",69,"5'9""",21,,,2004-07-06T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Dearica Hamby,204324,team_roster_history,204324,,2566106,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,F,Forward,Forward,"6' 3""",75,"6'3""",32,,,1993-11-06T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Emma Cannon,1628242,team_roster_history,1628242,,2284331,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,F,Forward,Forward,"6' 2""",74,"6'2""",36,,,1989-06-01T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Erica Wheeler,204365,team_roster_history,204365,,2491214,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,G,Guard,Guard,"5' 7""",67,"5'7""",35,,,1991-05-02T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Jihyun Park,player:jihyun_park__los_angeles_sparks,synthetic_name,,,4874375,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,F,Forward,Forward,"6' 1""",73,"6'1""",26,,,2000-04-07T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Julie Vanloo,1642210,team_roster_history,1642210,,2566110,Los Angeles Sparks,LAS,New York Liberty,NY,G,Guard,Guard,"5' 8""",68,"5'8""",33,,,1993-02-10T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,False,True,False,False,False,False,parquet_name_exact_match; parquet_team_differs_from_master_team
Kelsey Plum,1628276,team_roster_history,1628276,,3065570,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,G,Guard,Guard,"5' 8""",68,"5'8""",31,,,1994-08-24T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Nneka Ogwumike,203014,team_roster_history,203014,,1068,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,F,Forward,Forward,"6' 2""",74,"6'2""",35,,,1990-07-02T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Rae Burrell,1630996,team_roster_history,1630996,,4398764,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,G,Guard,Guard,"6' 2""",74,"6'2""",25,,,2000-06-21T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Sania Feagin,1642790,team_roster_history,1642790,,4433795,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,F,Forward,Forward,"6' 3""",75,"6'3""",23,,,2003-03-15T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Sevgi Uzun,1642244,team_roster_history,1642244,,,Los Angeles Sparks,LAS,,,G,Guard,Guard,5-10,70,"5'10""",29,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Ta'Niya Latson,player:ta_niya_latson__los_angeles_sparks,synthetic_name,,,4609797,Los Angeles Sparks,LAS,Los Angeles Sparks,LA,G,Guard,Guard,"5' 8""",68,"5'8""",22,,,2003-10-20T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Amaya Battle,player:amaya_battle__minnesota_lynx,synthetic_name,,,,Minnesota Lynx,MIN,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Anastasiia Olairi Kosu,1642797,team_roster_history,1642797,,5278237,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"6' 1""",73,"6'1""",21,,,2005-04-21T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Antonia Delaere,player:antonia_delaere__minnesota_lynx,synthetic_name,,,4873358,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"5' 11""",71,"5'11""",31,,,1994-08-01T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Aubrey Griffin,player:aubrey_griffin__minnesota_lynx,synthetic_name,,,4432844,Minnesota Lynx,MIN,New York Liberty,NY,F,Forward,Forward,"6' 1""",73,"6'1""",24,,,2001-11-06T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,True,True,False,False,False,False,synthetic_framework_id; parquet_name_exact_match; parquet_team_differs_from_master_team
Courtney Williams,1627675,team_roster_history,1627675,,2987891,Minnesota Lynx,MIN,Minnesota Lynx,MIN,G,Guard,Guard,"5' 8""",68,"5'8""",32,,,1994-05-11T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Dorka Juhasz,player:dorka_juhasz__minnesota_lynx,synthetic_name,,,4398938,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"6' 5""",77,"6'5""",26,,,1999-12-18T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Eliska Hamzova,player:eliska_hamzova__minnesota_lynx,synthetic_name,,,5345478,Minnesota Lynx,MIN,Minnesota Lynx,MIN,G,Guard,Guard,"6' 0""",72,"6'0""",24,,,2001-10-01T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Emma Cechova,player:emma_cechova__minnesota_lynx,synthetic_name,,,5345322,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"6' 4""",76,"6'4""",21,,,2004-07-12T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Jade Masogayo,player:jade_masogayo__minnesota_lynx,synthetic_name,,,,Minnesota Lynx,MIN,,,F,Forward,Forward,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Jaylyn Sherrod,1642320,team_roster_history,1642320,,,Minnesota Lynx,MIN,,,G,Guard,Guard,5-7,67,"5'7""",25,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Kayla McBride,203825,team_roster_history,203825,,2529205,Minnesota Lynx,MIN,Minnesota Lynx,MIN,G,Guard,Guard,"5' 11""",71,"5'11""",33,,,1992-06-25T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Lani White,player:lani_white__minnesota_lynx,synthetic_name,,,,Minnesota Lynx,MIN,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Liatu King,1642820,team_roster_history,1642820,,4596309,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"6' 0""",72,"6'0""",24,,,2002-02-10T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Napheesa Collier,1629483,team_roster_history,1629483,,3917450,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"6' 1""",73,"6'1""",29,,,1996-09-23T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Natasha Howard,203827,team_roster_history,203827,,2529130,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"6' 2""",74,"6'2""",34,,,1991-09-02T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Nia Coffey,1628269,team_roster_history,1628269,,3054590,Minnesota Lynx,MIN,Minnesota Lynx,MIN,F,Forward,Forward,"6' 1""",73,"6'1""",30,,,1995-06-11T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Olivia Miles,player:olivia_miles__minnesota_lynx,synthetic_name,,,4433791,Minnesota Lynx,MIN,Minnesota Lynx,MIN,G,Guard,Guard,"5' 10""",70,"5'10""",23,,,2003-01-29T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Ra Shaya Kyle,player:ra_shaya_kyle__minnesota_lynx,synthetic_name,,,,Minnesota Lynx,MIN,,,C,Center,Center,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Reigan Richardson,player:reigan_richardson__minnesota_lynx,synthetic_name,,,,Minnesota Lynx,MIN,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Sakima Walker,player:sakima_walker__minnesota_lynx,synthetic_name,,,,Minnesota Lynx,MIN,,,C,Center,Center,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Saylor Poffenbarger,player:saylor_poffenbarger__minnesota_lynx,synthetic_name,,,,Minnesota Lynx,MIN,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Alex Fowler,player:alex_fowler__new_york_liberty,synthetic_name,,,,New York Liberty,NYL,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Anneli Maley,player:anneli_maley__new_york_liberty,synthetic_name,,,4281930,New York Liberty,NYL,Phoenix Mercury,PHX,F,Forward,Forward,"6' 1""",73,"6'1""",27,,,1998-09-01T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,True,True,False,False,False,False,synthetic_framework_id; parquet_name_exact_match; parquet_team_differs_from_master_team
